sentence,compound,positive,negative,neutral,label,title
"The Project Gutenberg EBook of The Square Root of Two, to 5 Million Digits, by Robert Nemiroff and Jerry Bonnell This eBook is for the use of anyone anywhere at no cost and with almost no restrictions whatsoever.",-0.5267,0.0,0.112,0.888,negative,The Square Root of 2
"You may copy it, give it away or re-use it under the terms of the Project Gutenberg License included with this eBook or online at www.gutenberg.net Title: The Square Root of Two, to 5 Million Digits Author: Robert Nemiroff Jerry Bonnell Release Date: May 14, 2008 [EBook #129] Language: English Character set encoding: ASCII *** START OF THIS PROJECT GUTENBERG EBOOK THE SQUARE ROOT OF TWO *** The Square Root of Two, to 5 million digits.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
These digits were computed by Robert Nemiroff (George Mason University and NASA Goddard Space Flight Center) and Jerry Bonnell (Universities Space Research Association and NASA Goddard Space Flight Center).,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
The digits have been checked by them but they welcome others to check them as well.,0.7684,0.322,0.0,0.678,positive,The Square Root of 2
"Even so, as noted above, neither we nor they guarantee the accuracy of these digits.",-0.1877,0.0,0.111,0.889,negative,The Square Root of 2
"Please send any questions or correspondence concerning these digits to: Robert Nemiroff or Jerry Bonnell Code 668.1 Code 668.1 NASA Goddard Space Flight Center NASA Goddard Space Flight Center Greenbelt, MD 20771 Greenbelt, MD 20771 Internet: nemiroff@grossc.gsfc.nasa.gov Internet: bonnell@enemy.gsfc.nasa.gov --Robert Nemiroff and Jerry Bonnell End of the Project Gutenberg EBook of The Square Root of Two, to 5 Million Digits, by Robert Nemiroff and Jerry Bonnell *** END OF THIS PROJECT GUTENBERG EBOOK THE SQUARE ROOT OF TWO *** ***** This file should be named 129.txt or 129.zip ***** This and all associated files of various formats will be found in: http://www.gutenberg.org/1/2/129/ Updated editions will replace the previous one--the old editions will be renamed.",0.3182,0.02,0.0,0.98,positive,The Square Root of 2
"Creating the works from public domain print editions means that no one owns a United States copyright in these works, so the Foundation (and you!)",0.4753,0.186,0.077,0.737,positive,The Square Root of 2
can copy and distribute it in the United States without permission and without paying copyright royalties.,0.4215,0.157,0.0,0.843,positive,The Square Root of 2
"Special rules, set forth in the General Terms of Use part of this license, apply to copying and distributing Project Gutenberg-tm electronic works to protect the PROJECT GUTENBERG-tm concept and trademark.",0.6486,0.155,0.0,0.845,positive,The Square Root of 2
"Project Gutenberg is a registered trademark, and may not be used if you charge for the eBooks, unless you receive specific permission.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"If you do not charge anything for copies of this eBook, complying with the rules is very easy.",0.4927,0.158,0.0,0.842,positive,The Square Root of 2
"You may use this eBook for nearly any purpose such as creation of derivative works, reports, performances and research.",0.2732,0.104,0.0,0.896,positive,The Square Root of 2
They may be modified and printed and given away--you may do practically ANYTHING with public domain eBooks.,0.0,0.0,0.0,1.0,neutral,The Square Root of 2
"Redistribution is subject to the trademark license, especially commercial redistribution.",0.0,0.0,0.0,1.0,neutral,The Square Root of 2
